issuerName,issuerTradingSymbol:ID(Company),form,sector,marketCap:double,:LABEL
LOGITECH INTERNATIONAL SA,LOGI,Form 4,Technology,6278670683.76,Company
FIBROGEN INC,FGEN,Form 4,Health Care,4863366304.44,Company
Samson Oil & Gas LTD,SSN,Form 4,unknown,,Company
PRINCIPAL FINANCIAL GROUP INC,PFG,Form 4,Finance,14224612491.46,Company
LIONS GATE ENTERTAINMENT CORP /CN/,LGF,Form 4,unknown,,Company
"CNS RESPONSE, INC.",CNSO,Form 4,unknown,,Company
Brixmor Property Group Inc.,BRX,Form 4,Consumer Services,5264970891.79,Company
LAKELAND INDUSTRIES INC,LAKE,Form 4,Health Care,90041062.176,Company
WILSON BANK HOLDING CO,WBHC,Form 4,unknown,,Company
INCARA INC,INCR,Form 4,unknown,,Company
RELM WIRELESS CORP,RELM,Form 4,unknown,,Company
NEWFIELD EXPLORATION CO /DE/,NFX,Form 4,unknown,,Company
Auto Networks International Corp,TAGS,Form 4,unknown,,Company
PROVIDENTIAL HOLDINGS INC,PRVH,Form 4,unknown,,Company
HELMERICH & PAYNE INC,HP,Form 4,Energy,6036985888.68,Company
FACTSET RESEARCH SYSTEMS INC,FDS,Form 4,Technology,8905624945.8,Company
UREX ENERGY CORP.,URXE,Form 4,unknown,,Company
EVEREST RE GROUP LTD,RE,Form 4,Finance,8879807496.51,Company
OLD LINE BANCSHARES INC,OLBK,Form 4,Finance,464333502.39,Company
"Summit Midstream Partners, LP",SMLP,Form 4,Public Utilities,737561030.16,Company
"Corium International, Inc.",CORI,Form 4,unknown,,Company
NVIDIA CORP,NVDA,Form 4,Technology,102183720000.0,Company
FLOWERS FOODS INC,FLO,Form 4,unknown,,Company
"CST Brands, Inc.",CST,Form 4,unknown,,Company
MENTOR GRAPHICS CORP,MENT,Form 4,unknown,,Company
ANTARES PHARMA  INC,ANTR,Form 4,unknown,,Company
PC CONNECTION INC,PCCC,Form 4,unknown,,Company
ML MACADAMIA ORCHARDS L P,NUT,Form 4,unknown,,Company
Fortress America Acquisition CORP,FAACW,Form 4,unknown,,Company
GoDaddy Inc.,GDDY,Form 4,Technology,13227121032.34,Company
Resolute Energy Corp,REN/REN WS,Form 4,unknown,,Company
COSTAR GROUP INC,CSGP,Form 4,Miscellaneous,17083149660.85,Company
ACCESS INTEGRATED TECHNOLOGIES INC,AIX,Form 4,unknown,,Company
ALMOST FAMILY INC,AFAM,Form 4,unknown,,Company
"Vivint Solar, Inc.",VSLR,Form 4,Capital Goods,602168448.03,Company
"Vera Bradley, Inc.",VRA,Form 4,unknown,,Company
LEUCADIA NATIONAL CORP,LUK,Form 4,unknown,,Company
COMMUNITY BANK SYSTEM INC,CBU,Form 4,Finance,3181716310.0,Company
GOLF ROUNDS COM INC,TEEE,Form 4,unknown,,Company
"CytomX Therapeutics, Inc.",CTMX,Form 4,Health Care,465548430.24,Company
UNIVEST CORP OF PENNSYLVANIA,UVSP,Form 4,Finance,754210547.5,Company
SCOTTS COMPANY,SMG,Form 4,Basic Industries,4511635475.49,Company
CLARCOR INC,CLC,Form 4,unknown,,Company
PORTFOLIO RECOVERY ASSOCIATES INC,PRAA,Form 4,Finance,1227738400.0,Company
AMERICAN WOODMARK CORP,AMWD,Form 4,Basic Industries,1355108700.09,Company
UFP TECHNOLOGIES INC,UFPT,Form 4,Capital Goods,245601525.17,Company
CSAM INCOME FUND,CIK,Form 4,unknown,,Company
FIRST TRUST HIGH INCOME LONG/SHORT FUND,FSD,Form 4,unknown,,Company
HEIDRICK & STRUGGLES INTERNATIONAL INC,HSII,Form 4,Technology,781395599.04,Company
"Square, Inc.",SQ,Form 4,Technology,32673209584.95,Company
GORMAN RUPP CO,GRC,Form 4,Capital Goods,899732200.25,Company
WEST CORP,WSTC,Form 4,unknown,,Company
SEI CORP,SEIC,Form 4,Finance,7918114209.6,Company
LANVISION SYSTEMS INC,LANV,Form 4,unknown,,Company
CREDIT SUISSE HIGH YIELD BOND FUND,DHY,Form 4,unknown,,Company
Kandi Technologies Corp,KNDI,Form 4,Capital Goods,396925788.24,Company
COMSTOCK RESOURCES INC,CRK,Form 4,Energy,756978107.6,Company
MONARCH CASINO & RESORT INC,MCRI,Form 4,Consumer Services,776968750.56,Company
CENTRAL GARDEN & PET COMPANY,CENT,Form 4,Consumer Durables,1679435327.0,Company
Castle Brands Inc,ROX,Form 4,unknown,,Company
Limoneira CO,LMNR,Form 4,unknown,,Company
PATRIOT NATIONAL BANCORP INC,PNBK,Form 4,Finance,56743879.74,Company
NEUSTAR INC,NSR,Form 4,unknown,,Company
"Guidewire Software, Inc.",GWRE,Form 4,Technology,7615529447.82,Company
CORNERSTONE BANCSHARES INC,CSBQ,Form 4,unknown,,Company
"SenesTech, Inc.",SNES,Form 4,Basic Industries,26736072.3,Company
"AtriCure, Inc.",ATRC,Form 4,Health Care,1135394725.17,Company
Nuveen Floating Rate Income Opportunity Fund,JRO,Form 4,unknown,,Company
AEP INDUSTRIES INC,AEPI,Form 4,unknown,,Company
"SAIC Gemini, Inc.",SAIC,Form 4,Technology,4325002582.4,Company
Clough Global Opportunities Fund,GLO,Form 4,unknown,,Company
MATRIX SERVICE CO,MTRX,Form 4,Basic Industries,560328120.84,Company
COSTCO WHOLESALE CORP /NEW,COST,Form 4,Consumer Services,104004599820.0,Company
PAUL SON GAMING CORP,PSON,Form 4,unknown,,Company
CHESAPEAKE UTILITIES CORP,CPK,Form 4,Public Utilities,1530764610.66,Company
DEXCOM INC,DXCM,Form 4,Health Care,13271660561.82,Company
"NantKwest, Inc.",NK,Form 4,Health Care,95071299.6,Company
UNIVERSAL TECHNICAL INSTITUTE INC,UTI,Form 4,Consumer Services,82437595.5,Company
POWER INTEGRATIONS INC,POWI,Form 4,Technology,2059526448.28,Company
BARRACUDA NETWORKS INC,CUDA,Form 4,unknown,,Company
Gigamon Inc.,GIMO,Form 4,unknown,,Company
ST LAWRENCE SEAWAY CORP,STLS.OB,Form 4,unknown,,Company
"LIFELOCK, INC.",LOCK,Form 4,unknown,,Company
Fifth Street Finance Corp,FSC,Form 4,unknown,,Company
NEW RELIC INC,NEWR,Form 4,Technology,5992081167.68,Company
CECO ENVIRONMENTAL CORP,CECE,Form 4,Capital Goods,271094186.25,Company
ADVANCED MICRO DEVICES INC,AMD,Form 4,Technology,25257387861.16,Company
"CVR Refining, LP",CVRR,Form 4,unknown,,Company
"CVR PARTNERS, LP",UAN,Form 4,Basic Industries,450866232.54,Company
LATTICE SEMICONDUCTOR CORP,LSCC,Form 4,Technology,1710778316.0,Company
"HISPANICA INTERNATIONAL DELIGHTS OF AMERICA, INC.",HISP,Form 4,unknown,,Company
CHARTER COMMUNICATIONS INC /MO/,CHTR,Form 4,Consumer Services,78452421179.04,Company
METLIFE INC,MET,Form 4,Finance,42790006637.4,Company
Criteo S.A.,CRTO,Form 4,Technology,1860490639.31,Company
FERRELLGAS PARTNERS L P,FGP,Form 4,Consumer Services,111725564.75,Company
Tribune Publishing Co,TPUB,Form 4,unknown,,Company
FORWARD AIR CORP,FWRD,Form 4,Transportation,1847073752.96,Company
MUNICIPAL MORTGAGE & EQUITY LLC,MMA,Form 4,unknown,,Company
LAM RESEARCH CORP,LRCX,Form 4,Technology,26003450496.14,Company
FLOORING ZONE INC,FZON,Form 4,unknown,,Company
Allegiant Travel CO,ALGT,Form 4,Transportation,2078925742.22,Company
BSQUARE CORP /WA,BSQR,Form 4,Miscellaneous,26579951.84,Company
NEXSTAR BROADCASTING GROUP INC,NXST,Form 4,Consumer Services,4880150422.56,Company
ESSEX PROPERTY TRUST INC,ESS,Form 4,Consumer Services,18998814265.47,Company
NTN COMMUNICATIONS INC,NTN,Form 4,Consumer Services,10660091.4,Company
TELOS CORP,TLSRP,Form 4,unknown,,Company
CITIZENS INC,CIA,Form 4,Finance,347067068.04,Company
"Armour Residential REIT, Inc.",ARR,Form 4,Consumer Services,1184573476.86,Company
OLD SECOND BANCORP INC,OSBC,Form 4,Finance,417861990.3,Company
HOST MARRIOTT CORP/,HMT,Form 4,unknown,,Company
SMTC CORP,SMTX,Form 4,Technology,116410692.62,Company
CLICKNSETTLE COM INC,CLIK,Form 4,unknown,,Company
RAIT INVESTMENT TRUST,RAS,Form 4,unknown,,Company
STRYKER CORP,SYK,Form 4,Health Care,71491983770.24,Company
FELCOR LODGING TRUST INC,FCH,Form 4,unknown,,Company
UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,USAP,Form 4,Basic Industries,147544183.71,Company
DORIAN LPG LTD.,LPG,Form 4,Transportation,301819234.77,Company
NanoString Technologies Inc,NSTG,Form 4,Health Care,829983899.24,Company
Digimarc CORP,DMRC,Form 4,Technology,365371300.5,Company
"BofI Holding, Inc.",BOFI,Form 4,unknown,,Company
GRAY TELEVISION INC,GTN,Form 4,Consumer Services,2291215248.0,Company
Long Island Iced Tea Corp.,LTEA,Form 4,unknown,,Company
CLEAN HARBORS INC,CLHB,Form 4,unknown,,Company
CLEARBRIDGE AMERICAN ENERGY MLP FUND INC.,CBA,Form 4,unknown,,Company
DCB FINANCIAL CORP,DCBF.OB,Form 4,unknown,,Company
Eagle Growth & Income Opportunities Fund,EGIF,Form 4,unknown,,Company
FIRST MIDWEST BANCORP INC,FMBI,Form 4,Finance,2321808669.75,Company
"AmeriCann, Inc.",ACAN,Form 4,unknown,,Company
SECURITY NATIONAL FINANCIAL CORP,SNFCA,Form 4,Finance,88891450.36,Company
MILESTONE SCIENTIFIC INC/NJ,MS,Form 4,Finance,72469680716.47,Company
"Wizard World, Inc.",WIZD,Form 4,unknown,,Company
BRYN MAWR BANK CORP,BMTC,Form 4,Finance,777692155.52,Company
ALLSCRIPTS HEALTHCARE SOLUTIONS INC,MDRX,Form 4,Technology,1809263765.76,Company
Fifth Street Senior Floating Rate Corp.,FSFR,Form 4,unknown,,Company
BB&T CORP,(BBT),Form 4,unknown,,Company
"Forest City Realty Trust, Inc.",FCEA/FCEB,Form 4,unknown,,Company
Ophthotech Corp.,OPHT,Form 4,Health Care,63789183.92,Company
ORIENTAL FINANCIAL GROUP INC,OFG,Form 4,Finance,1050497862.53,Company
Cooper-Standard Holdings Inc.,COSH,Form 4,unknown,,Company
Flexion Therapeutics Inc,FLXN,Form 4,Health Care,465028359.12,Company
MICRON TECHNOLOGY INC,MU,Form 4,Technology,43530247593.47,Company
INGLES MARKETS INC,IMKTA,Form 4,Consumer Services,595434816.64,Company
"M/A-COM Technology Solutions Holdings, Inc.",MTSI,Form 4,Technology,1216167286.8,Company
SURMODICS INC,SRDX,Form 4,Health Care,731548241.5,Company
S Y BANCORP INC,SYI,Form 4,unknown,,Company
KELLOGG CO,K,Form 4,unknown,,Company
CELGENE CORP /DE/,CELG,Form 4,Health Care,61315643880.0,Company
HEALTH & NUTRITION SYSTEMS INTERNATIONAL INC,HNNS,Form 4,unknown,,Company
Neuberger Berman High Yield Strategies Fund Inc.,NHS,Form 4,unknown,,Company
MEDICAL INFORMATION TECHNOLOGY INC,NOT PUBLIC,Form 4,unknown,,Company
STAGE STORES INC,STGS,Form 4,unknown,,Company
SKECHERS USA INC,SKX,Form 4,unknown,,Company
FIRST NORTHERN COMMUNITY BANCORP,FNRN,Form 4,unknown,,Company
DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP,DIVALL 2LP,Form 4,unknown,,Company
DEVELOPERS DIVERSIFIED REALTY CORP,DDR,Form 4,unknown,,Company
Inogen Inc,INGN,Form 4,Health Care,2125643368.8,Company
Lonestar Resources US Inc.,LONE,Form 4,Energy,106469964.0,Company
MESA LABORATORIES INC /CO,MLAB,Form 4,Capital Goods,883292550.03,Company
EZCORP INC,EZPW,Form 4,Consumer Services,529502051.55,Company
QAD INC,QADI,Form 4,unknown,,Company
FIRST BUSEY CORP /NV/,BUSE,Form 4,Finance,1465064848.4,Company
CENTERSTATE BANKS OF FLORIDA INC,CSFL,Form 4,Finance,2456397560.68,Company
INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF,Form 4,Basic Industries,13376080650.24,Company
LSI INDUSTRIES INC,LYTS,Form 4,Consumer Durables,77019700.625,Company
GREENVILLE FIRST BANCSHARES INC,GVBK,Form 4,unknown,,Company
LEGGETT & PLATT INC,LEG,Form 4,Consumer Durables,5719965060.4,Company
SUN COMMUNITIES INC,SUI,Form 4,Consumer Services,10137615714.72,Company
MONEY4GOLD HOLDINGS INC,MFGD :OB,Form 4,unknown,,Company
STAMPS COM INC,STMP,Form 4,Miscellaneous,1585702701.89,Company
"ADURO BIOTECH, INC.",ADRO,Form 4,Health Care,314851636.25,Company
"Scripps Networks Interactive, Inc.",SNI,Form 4,unknown,,Company
WORTHINGTON INDUSTRIES INC,WOR,Form 4,Capital Goods,2147238844.05,Company
"ORMAT TECHNOLOGIES, INC.",ORA,Form 4,Public Utilities,2793182765.66,Company
CU Bancorp,CUNB,Form 4,unknown,,Company
GLOBAL CASINOS INC,GBCS,Form 4,unknown,,Company
"Atara Biotherapeutics, Inc.",ATRA,Form 4,Health Care,1876471357.05,Company
XOMA LTD /DE/,XOMA,Form 4,Health Care,130400631.09,Company
HAWAIIAN HOLDINGS  INC,HA,Form 4,Transportation,1306421647.9,Company
SL GREEN REALTY CORP,SLG,Form 4,Consumer Services,7709874613.48,Company
CRISPR Therapeutics AG,CRSP,Form 4,Health Care,2061367554.81,Company
PROOFPOINT INC,PFPT,Form 4,Technology,6715012501.44,Company
EASTMAN KODAK CO,EK,Form 4,unknown,,Company
HOLLY CORP,HOC,Form 4,unknown,,Company
"RigNet, Inc.",RNET,Form 4,Consumer Services,293113151.7,Company
MBIA CAPITAL CLAYMORE MAN DUR INV GRD MUNI FUND,MZF,Form 4,unknown,,Company
Sears Holdings CORP,SHLD,Form 4,unknown,,Company
SIX FLAGS INC,PKS,Form 4,unknown,,Company
NEOGENOMICS INC,NGNM.OB,Form 4,unknown,,Company
IMAGE SENSING SYSTEMS INC,ISNS,Form 4,Capital Goods,26369365.0,Company
FREDS INC,FRED,Form 4,Consumer Services,120220110.45,Company
ESPEY MFG & ELECTRONICS CORP,ESP,Form 4,Capital Goods,59378294.25,Company
II-VI INC,IIVI,Form 4,Capital Goods,2518019848.32,Company
CERAMICS PROCESS SYSTEMS CORP/DE/,CPSX,Form 4,unknown,,Company
DIME COMMUNITY BANCSHARES INC,DCOM,Form 4,Finance,719693462.88,Company
Noble Corp / Switzerland,NE,Form 4,Energy,721242617.9,Company
ORRSTOWN FINANCIAL SERVICES INC,ORRF,Form 4,Finance,183253600.32,Company
PRECISION OPTICS CORPORATION INC,POCI,Form 4,unknown,,Company
"GRAN TIERRA ENERGY, INC.",GTRE.OB,Form 4,unknown,,Company
PROSPERITY BANCSHARES INC,PRSP,Form 4,Technology,3360508578.9,Company
"Keysight Technologies, Inc.",KEYS,Form 4,Capital Goods,15830530363.83,Company
CISCO SYSTEMS INC,CSCO,Form 4,Technology,231502637584.44,Company
Seritage Growth Properties,SRG,Form 4,Finance,2592967814.64,Company
STONE ENERGY CORP,SGY,Form 4,unknown,,Company
Ultragenyx Pharmaceutical Inc.,RARE,Form 4,Health Care,3483892406.52,Company
NEUROCRINE BIOSCIENCES INC,NBIX,Form 4,Health Care,7622628939.31,Company
BINGO.COM LTD.,BNGOF,Form 4,unknown,,Company
ROYAL GOLD INC,RGLD,Form 4,Basic Industries,6002662042.8,Company
MUNICIPAL HIGH INCOME FUND INC,MHF,Form 4,unknown,,Company
MASSMUTUAL CORPORATE INVESTORS,MCI,Form 4,unknown,,Company
"ProtoKinetix, Inc.",PKTX,Form 4,unknown,,Company
PACIFIC BIOMETRICS INC,PBME,Form 4,unknown,,Company
FIDELITY SOUTHERN CORP,LION,Form 4,Finance,829303761.6,Company
HUMANA INC,HUM,Form 4,Health Care,38389552099.47,Company
TAUBMAN CENTERS INC,TCO,Form 4,Consumer Services,3218699896.72,Company
DNB FINANCIAL CORP /PA/,DNBF.OB,Form 4,unknown,,Company
FEDEX CORP,FDX,Form 4,Transportation,46865161996.25,Company
"SPORTSMAN'S WAREHOUSE HOLDINGS, INC.",SPWH,Form 4,Consumer Services,243890026.8,Company
HAMPTON ROADS BANKSHARES INC,HMPR,Form 4,unknown,,Company
OCEANFIRST FINANCIAL CORP,(OCFC),Form 4,unknown,,Company
SUMMIT FINANCIAL GROUP INC,SMMF,Form 4,Finance,333157946.36,Company
UNITED THERAPEUTICS CORP,UTHR,Form 4,Health Care,5052564704.16,Company
Baoshinn Corp,BHNN,Form 4,unknown,,Company
LAKELAND BANCORP INC,LBA,Form 4,unknown,,Company
ACHILLION PHARMACEUTICALS INC,ACHN,Form 4,Health Care,421695652.0,Company
FIRST MID ILLINOIS BANCSHARES INC,FMBH.OB,Form 4,unknown,,Company
"Boardwalk Pipeline Partners, LP",BWP,Form 4,unknown,,Company
Canterbury Park Holding Corp,CPHC,Form 4,Consumer Services,65147428.8,Company
CADENCE DESIGN SYSTEMS INC,CDN,Form 4,unknown,,Company
MAGNEGAS CORP,MNGA,Form 4,unknown,,Company
UNITEDHEALTH GROUP INC,UNH,Form 4,Health Care,242043590408.75,Company
"ServiceNow, Inc.",NOW,Form 4,Technology,43390395000.0,Company
TRUPANION INC.,TRUP,Form 4,Health Care,1017618471.48,Company
Terra Tech Corp.,TRTC,Form 4,unknown,,Company
VERINT SYSTEMS INC,VRNT,Form 4,Technology,3430677818.88,Company
WebMD Health Corp.,WBMD,Form 4,unknown,,Company
POWELL INDUSTRIES INC,POWL,Form 4,Consumer Durables,356429392.74,Company
CVD EQUIPMENT CORP,CVV,Form 4,Technology,26550657.12,Company
FXCM Inc.,FXCM,Form 4,unknown,,Company
HONEYWELL INTERNATIONAL INC,HON,Form 4,Capital Goods,113037476385.6,Company
"Dolby Laboratories, Inc.",DLB,Form 4,Miscellaneous,6639301589.9,Company
BOX INC,BOX,Form 4,Technology,2858800910.0,Company
AeroVironment Inc,AVAV,Form 4,Capital Goods,1888025537.09,Company
"PENNYMAC FINANCIAL SERVICES, INC.",PFSI,Form 4,Finance,1768566849.15,Company
PURE BIOSCIENCE,PURE,Form 4,unknown,,Company
CMGI INC,CMGI,Form 4,unknown,,Company
Rocket Fuel Inc.,FUEL,Form 4,unknown,,Company
SEACOR SMIT INC,CKH,Form 4,Transportation,778005555.01,Company
IMPERVA INC,IMPV,Form 4,unknown,,Company
EXA CORP,EXA,Form 4,unknown,,Company
INTERSIL CORP/DE,ISIL,Form 4,unknown,,Company
COPART INC,CPRT,Form 4,Consumer Durables,13617046411.02,Company
VICAL INC,VICL,Form 4,Health Care,25966032.05,Company
SOUTHWEST BANCORP INC,OKSB,Form 4,unknown,,Company
AIR T INC,AIRT,Form 4,Transportation,61539662.4,Company
"Atlantic Capital Bancshares, Inc.",ACBI,Form 4,Finance,477483110.72,Company
First American Financial Corp,FAF,Form 4,Finance,5622859679.32,Company
"Kite Pharma, Inc.",KITE,Form 4,unknown,,Company
VONAGE HOLDINGS CORP,VG,Form 4,Public Utilities,2439418151.25,Company
"HSN, Inc.",HSNI,Form 4,unknown,,Company
"IntercontinentalExchange Group, Inc.",ICE,Form 4,Finance,42097282527.8,Company
ORACLE CORP,ORCL,Form 4,Technology,190428042140.0,Company
Duke Energy CORP,DUK,Form 4,Public Utilities,65838105473.92,Company
BUCKEYE PARTNERS L P,BPL,Form 4,Energy,5198340594.2,Company
BALL CORP,BLL,Form 4,Consumer Durables,19094050318.75,Company
AVX CORP,AVX,Form 4,Capital Goods,3051899950.08,Company
WIDEPOINT CORP,WDPT,Form 4,unknown,,Company
ISRAMCO INC,ISRL,Form 4,Energy,279944920.48,Company
NATIONAL HEALTHCARE CORP,NHC,Form 4,Health Care,1230847706.28,Company
NUVEEN FLOATING RATE INCOME FUND,JFR,Form 4,unknown,,Company
INPUT OUTPUT INC,IO,Form 4,Energy,212056254.95,Company
"A-Mark Precious Metals, Inc.",AMRK,Form 4,Basic Industries,85396960.25,Company
ClearBridge Energy MLP Opportunity Fund Inc.,EMO,Form 4,unknown,,Company
EBIX COM INC,EBIX,Form 4,Technology,1552663955.96,Company
aTYR PHARMA INC,LIFE,Form 4,Health Care,13684730.8994,Company
ClearBridge Energy MLP Total Return Fund Inc.,CTR,Form 4,unknown,,Company
GREENE COUNTY BANCORP INC,GCBC,Form 4,Finance,262879293.06,Company
TUBEMOGUL INC,TUBE,Form 4,unknown,,Company
CODORUS VALLEY BANCORP INC,CVLY,Form 4,Finance,203854014.04,Company
KOHLS CORPORATION,KSS,Form 4,Consumer Services,11326223556.89,Company
FISERV INC,FISV,Form 4,Technology,33707806463.68,Company
REALNETWORKS INC,RNWK,Form 4,Technology,126056484.0,Company
VIASAT INC,VSAT,Form 4,Technology,4553634291.27,Company
SCIENTIFIC GAMES CORP,SGMS,Form 4,Technology,2084823693.6,Company
URSTADT BIDDLE PROPERTIES INC,UBA,Form 4,Consumer Services,847322606.25,Company
PC MALL INC,MALL,Form 4,unknown,,Company
Legg Mason BW Global Income Opportunities Fund Inc.,BWG,Form 4,unknown,,Company
TEREX CORP,TEX,Form 4,Capital Goods,2352768000.0,Company
"Ares Dynamic Credit Allocation Fund, Inc.",ARDC,Form 4,unknown,,Company
ClearBridge Energy MLP Fund Inc.,CEM,Form 4,unknown,,Company
"Wheeler Real Estate Investment Trust, Inc.",WHLR,Form 4,Consumer Services,16282697.76,Company
CIGNA CORP,CI,Form 4,Health Care,63849906456.0,Company
GREIF INC,"GEF,GEF.B",Form 4,unknown,,Company
FIRST NATIONAL CORP /VA/,FXNC,Form 4,unknown,,Company
Newtek Business Services Corp.,NEWT,Form 4,unknown,,Company
MISONIX INC,MSON,Form 4,Capital Goods,184555582.75,Company
SCYNEXIS INC,SCYX,Form 4,Health Care,60444307.98,Company
Independence Energy Corp.,IDNG,Form 4,unknown,,Company
Blackstone Group L.P.,BX,Form 4,Finance,40950388504.96,Company
SAFETY INSURANCE GROUP INC,SAFT,Form 4,Finance,1321982487.12,Company
Bazaarvoice Inc,BV,Form 4,unknown,,Company
Terrapin 3 Acquisition Corp,TRTL,Form 4,unknown,,Company
"2U, Inc.",TWOU,Form 4,Technology,4018183944.6,Company
ODYSSEY MARINE EXPLORATION INC,OMEX,Form 4,Consumer Services,64993384.81,Company
"Arista Networks, Inc.",ANET,Form 4,Technology,22152037661.23,Company
ACADIA PHARMACEUTICALS INC,ACAD,Form 4,Health Care,3939499591.78,Company
"Rexford Industrial Realty, Inc.",NSYE: REXR,Form 4,unknown,,Company
ALIGN TECHNOLOGY INC,ALGN,Form 4,Health Care,20167714059.11,Company
AMKOR TECHNOLOGY INC,AMKR,Form 4,Technology,2057928067.06,Company
BEBE STORES INC,BEBE,Form 4,unknown,,Company
BOEING CO,BA,Form 4,Capital Goods,213078484008.26,Company
LA-Z-BOY INC,LZB,Form 4,Consumer Durables,1593887836.8,Company
National Bank Holdings Corp,NBHC,Form 4,Finance,1058281468.65,Company
OptimizeRx Corp,OPRX,Form 4,Miscellaneous,179375408.2,Company
Omnitek Engineering Corp,OMTK,Form 4,unknown,,Company
Novocure Ltd,NVCR,Form 4,Health Care,4883671769.08,Company
"Care Capital Properties, Inc.",CCP,Form 4,unknown,,Company
BankFinancial CORP,BFIN,Form 4,Finance,255916799.6,Company
UNITED TRUST GROUP INC,UTGI.OB,Form 4,unknown,,Company
HARMAN INTERNATIONAL INDUSTRIES INC /DE/,HAR,Form 4,unknown,,Company
"MCBC Holdings, Inc.",MCFT,Form 4,Capital Goods,441978487.2,Company
MENS WEARHOUSE INC,MW,Form 4,unknown,,Company
HAVERTY FURNITURE COMPANIES INC,HVT,Form 4,Consumer Services,488965729.16,Company
Zumiez Inc,ZUMZ,Form 4,Consumer Services,646695012.02,Company
LIGHTPATH TECHNOLOGIES INC,LPTH,Form 4,Technology,45170359.5,Company
EASTERN CO,EML,Form 4,Capital Goods,170394121.24,Company
OOMA INC,OOMA,Form 4,Technology,311349000.0,Company
Blueprint Medicines Corp,BPMC,Form 4,Health Care,3759476322.25,Company
"Match Group, Inc.",MTCH,Form 4,Technology,14885878942.44,Company
Ascent Media CORP,ASCMA,Form 4,Consumer Services,8127375.6672,Company
AMERICAN REAL ESTATE PARTNERS L P,ACP,Form 4,unknown,,Company
GLYCOMIMETICS INC,GLYC,Form 4,Health Care,507235385.75,Company
VILLAGE SUPER MARKET INC,VLGEA,Form 4,Consumer Services,414473640.36,Company
TOLL BROTHERS INC,TOL,Form 4,Capital Goods,5214436200.0,Company
AMERISERV FINANCIAL INC /PA/,ASRV,Form 4,Finance,72591528.36,Company
"Allegiance Bancshares, Inc.",ABTX,Form 4,Finance,792322023.9,Company
LYDALL INC /DE/,LDL,Form 4,Capital Goods,420923789.98,Company
STANLEY WORKS,SWK,Form 4,Capital Goods,20216753020.73,Company
CARMIKE CINEMAS INC,CKEC,Form 4,unknown,,Company
FISION Corp,FSSN,Form 4,unknown,,Company
ABBOTT LABORATORIES,ABT,Form 4,Health Care,138093692548.78,Company
REEDS INC,REEDR,Form 4,unknown,,Company
MICROCHIP TECHNOLOGY INC,MCHP,Form 4,Technology,20156579142.18,Company
PURADYN FILTER TECHNOLOGIES INC,PFT,Form 4,unknown,,Company
SUMMER ENERGY HOLDINGS INC,SUME,Form 4,unknown,,Company
VSE CORP,VSEC,Form 4,Consumer Services,357354752.72,Company
ACNB CORP,ACNB,Form 4,Finance,263802988.8,Company
BRIGGS & STRATTON CORP,BGG,Form 4,Energy,536839655.25,Company
QUANTA SERVICES INC,PWR,Form 4,Capital Goods,5176471844.06,Company
Ladder Capital Corp,LADR,Form 4,Consumer Services,2024417484.6,Company
ALPHA PRO TECH LTD,APT,Form 4,Health Care,51225700.64,Company
"Rocky Mountain Chocolate Factory, Inc.",RMCF,Form 4,unknown,,Company
"Cinemark Holdings, Inc.",CNK,Form 4,Consumer Services,4696059520.44,Company
FIRSTENERGY CORP,FE,Form 4,Public Utilities,22064933523.5,Company
EMC INSURANCE GROUP INC,EMCI,Form 4,Finance,691201306.98,Company
YORK WATER CO,YORW,Form 4,Public Utilities,443042680.02,Company
Energy Services Acquisition Corp.,ESA,Form 4,unknown,,Company
OLD POINT FINANCIAL CORP,OPOF,Form 4,Finance,115350430.25,Company
CORE MOLDING TECHNOLOGIES INC,CMT,Form 4,unknown,,Company
W&T OFFSHORE INC,WTI,Form 4,Energy,817141831.73,Company
CAREY W P & CO LLC,WPC,Form 4,Consumer Services,12741208325.0,Company
HALLADOR PETROLEUM CO,HPCO,Form 4,unknown,,Company
EPICEPT CORP,EPCT,Form 4,unknown,,Company
HEALTHEQUITY INC,HQY,Form 4,Miscellaneous,5036634745.74,Company
Rice Midstream Partners LP,RMP,Form 4,unknown,,Company
"Alphatec Holdings, Inc.",ATEC,Form 4,Health Care,116674036.2,Company
INTEGRATED DEVICE TECHNOLOGY INC,IDTI,Form 4,Technology,6250848522.0,Company
COBIZ INC,COBZ,Form 4,unknown,,Company
"Extended Stay America, Inc.",STAY,Form 4,Consumer Services,3406952882.1,Company
AFLAC INC,AFL,Form 4,Finance,37058916001.25,Company
TECHNOLOGY INVESTMENT CAPITAL CORP,TICC,Form 4,unknown,,Company
"Orexigen Therapeutics, Inc.",OREX,Form 4,unknown,,Company
BANK OF SOUTH CAROLINA CORP,BKSC,Form 4,Finance,102754044.45,Company
"ARDELYX, INC.",ARDX,Form 4,Health Care,203448937.25,Company
"Bravo Brio Restaurant Group, Inc.",BBRG,Form 4,unknown,,Company
SEATTLE GENETICS INC /WA,SGEN,Form 4,Health Care,11728998143.7,Company
"Five9, Inc.",FIVN,Form 4,Technology,3226328463.6,Company
NISOURCE INC/DE,NI,Form 4,Public Utilities,10422392332.7,Company
"Aclaris Therapeutics, Inc.",ACRS,Form 4,Health Care,242751612.63,Company
